videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
for many years now their friendship
dates back to their time at the London
School of economics and they have a
shared love for traveling along with a
mutual friend Circle there is no doubt
that the two make for a power couple
with one being the youngest member of
Parliament and another a Bollywood
actress belonging to the Chopra Clan
entertainment Bureau India today
[Music]
and that's a wrap on this bulletin for
the latest news and updates you can log
on to India today.in you can also
download the India Today app thanks for
watching
you you are watching
[Music]
thank you",True,en,4309,6,14
JsZxjvx__gU,Watch A Detailed Report On Why Is Karnataka Election So Important For BJP?,"The Karnataka Assembly election is scheduled to be held on May 10 and the results will be announced on May 13, said the ...",2023-03-30T04:52:45Z,India Today,https://i.ytimg.com/vi/JsZxjvx__gU/hqdefault.jpg,"here's for you important to understand
why Karnataka elections are so crucial
and what is perhaps the permutations
combinations that will work for either
party let me begin with the BJP will the
BJP be able to return only the Big South
India state it knows Karnataka as its
option can it retain it because it
doesn't have any many more options
within the southern states Victory will
be a big boost of course ahead of 2024
they can claim that they're made inroads
into South and a repeat adds on to that
will be the first election test after
the adani controversy that's very
important because the Congress will want
to ensure that it comes down the BJP
will want to show nobody cares about The
adani Rao will show Modi magic still
intact seven visits in three months by
PM Modi BJP clearly is not taking this
for granted ensuring the star
campaigners are on the ground so then
what is the opposition congress party up
to it's very crucial for them too it is
key to party's survival at National
level Karnataka is perhaps the only
state and one of the few in southern
where they have a strong unit to come to
power again Victory will Congress the
first government in South Indian state
after many years in Karnataka like I
said is that option with them home state
Victory will Azad khadge's Authority as
the Congress president to show that they
don't really need the gandhis on Surface
but kargi can pull off an election and
he is also a member from Karnataka
anti-bgp Regional parties May accept
Congress as a leader this is opposition
Unity reference coming in ahead of 2024.
despite in fighting full of the magic
rapper despite in fighting in short BJP
returns to government
remember for the congress party what
they are doing is very interesting they
are going to likely ensure that Rahul
Gandhi becomes the face of the Karnataka
Congress campaign they are ensuring that
what they do is the satyamev jayate
yatra that is being launched take a look
at this report about how Congress is
trying to have all of these accusations
against him turn it into a sympathy
Factor
oh
[Music]
he may be an ex-mp for the moment
but Rahul Gandhi will still be the
biggest face in the congress's Karnataka
campaign
amidst his ongoing legal dangles and war
with the Modi sarkar
rahu will be stepping
Attica on April the 5th
[Music]
to kick off what he's calling the
satyamev jayate yatra
[Applause]
very significantly he's chosen to roll
out from Kolar the very place from where
he had made this comment in 2019
foreign
that's right the very comment that has
resulted in a court conviction and his
dramatic suspension as Lok Sabha MP
Kolar is additionally significant as the
constituency where the congress's de
facto campaign face siddharamaya is
deeply Keen to contest from even after
being assigned the varuna ticket
appearance will be his second visit to
Karnataka this year
[Music]
and Yuri Prime Minister Modi has visited
Karnataka 13 times with his top man Amit
Shah and JP NADA also logging multiple
visits to the Pol bound state with many
more to follow over the next few weeks
while the bjp's top guns are showing up
more often in Karnataka Rahul Gandhi did
spend 21 days in the state as part of
his Bharat joro yatra last September
a yatra that wound up only at the end of
January this year
in the biggest title defense of 2023 the
Karnataka BJP has enlisted all the help
it can possibly get to try and fend off
a hungry congress party
everybody
in a state the league guard with
fractured mandates expect the 2023 award
for Karnataka to be star-studded and
loud
Euro report India today
[Music]
[Applause]",True,en,11532,37,60
